-9.374108	 2.2201836	 1.556763	 0.00652833	 -0.01918529	 0.	 -9.630376	 -0.9316628	 -1.0442288	 -0.06022052	 0.	 0.	 -9.539365	 0.9939333	 1.4370121	 -0.02145023	 0.	 0.	 -9.683066	 -1.3483963	 0.02874024	 -0.04529862	 0.01705359	 0.01745329	 7.510783	 0.15328129	 -5.2115636	 -0.06475171	 -0.02443461	 -0.05375614	 0.00006981	 0.	 0.
-9.405244	 2.280059	 1.4897025	 0.00293108	 -0.01585451	 0.	 -9.704621	 -0.8789724	 -0.9867483	 -0.05742266	 0.	 0.	 -9.572895	 1.0106984	 1.4513822	 -0.00879326	 0.	 0.	 -9.692646	 -1.3483963	 -0.05508546	 -0.05142725	 0.01945176	 0.01185758	 7.510783	 -0.15328129	 -6.2845324	 -0.03420845	 0.01343903	 -0.05131268	 0.00008235	 0.	 -0.00002817
-9.330998	 2.256109	 1.5256279	 0.00759418	 -0.01318989	 0.	 -9.685461	 -0.9101076	 -0.9675881	 -0.065683	 0.	 0.	 -9.568106	 1.0178835	 1.5352079	 -0.00426339	 0.	 0.	 -9.683066	 -1.3436062	 -0.00718506	 -0.05582389	 0.01705359	 0.01372281	 7.510783	 0.30656258	 -6.1312512	 -0.02076941	 0.01099557	 -0.07574729	 0.00008535	 -0.00010926	 -0.00010671
-9.383689	 2.2010236	 1.4873074	 0.01145788	 -0.01145788	 0.	 -9.695042	 -0.9125026	 -1.065784	 -0.05915467	 0.	 0.	 -9.498650	 1.0106984	 1.3867166	 -0.01732006	 0.	 0.	 -9.666301	 -1.2765458	 0.00958008	 -0.04529862	 0.01931853	 0.01931853	 7.050939	 0.15328129	 -6.437814	 -0.04886922	 0.05131268	 -0.04642576	 0.00008544	 -0.00010862	 -0.00010689
-9.307048	 2.265689	 1.5304178	 0.01771975	 -0.00759418	 0.	 -9.757312	 -0.9364529	 -0.9987234	 -0.05888821	 0.	 0.	 -9.520205	 1.0250686	 1.3795316	 -0.02171669	 0.	 0.	 -9.702227	 -1.3172611	 -0.00239502	 -0.04849617	 0.02131699	 0.01612098	 7.050939	 0.30656258	 -6.437814	 -0.00610865	 -0.01343903	 -0.0561996	 0.00008617	 -0.00010871	 -0.00010680
-9.357344	 2.256109	 1.5376029	 0.01412251	 -0.00452986	 0.	 -9.714202	 -0.9196877	 -1.0130935	 -0.06195253	 0.	 0.	 -9.589661	 0.9819583	 1.4849125	 -0.01545482	 0.	 0.	 -9.726176	 -1.3483963	 0.0479004	 -0.05728943	 0.01891883	 0.01678713	 7.050939	 0.15328129	 -6.2845324	 -0.00610865	 -0.06230825	 -0.0561996	 0.00008571	 -0.00010880	 -0.00010653
-9.376504	 2.3231694	 1.5878984	 0.00546248	 -0.00452986	 0.	 -9.716597	 -0.8957375	 -1.0011184	 -0.06608269	 0.	 0.	 -9.55134	 1.0322536	 1.4873074	 -0.02238284	 0.	 0.	 -9.699831	 -1.3795316	 -0.0239502	 -0.04956202	 0.01811944	 0.01811944	 7.510783	 -0.15328129	 -6.2845324	 -0.03909537	 0.02565634	 -0.05497787	 0.00008544	 -0.00010844	 -0.00010644
-9.311838	 2.280059	 1.5399979	 -0.01092496	 -0.00426339	 0.	 -9.697436	 -0.950823	 -0.9651931	 -0.06022052	 0.	 0.	 -9.544155	 1.0083034	 1.549578	 -0.03090964	 0.	 0.	 -9.692646	 -1.3388163	 -0.04550538	 -0.05249310	 0.02051761	 0.01572128	 7.050939	 -0.15328129	 -6.2845324	 -0.03420845	 0.01710422	 -0.06475171	 0.00008562	 -0.00010835	 -0.00010698
-9.395664	 2.2968242	 1.5184427	 -0.02145023	 0.00053292	 0.	 -9.671091	 -0.9148977	 -1.0418338	 -0.06381776	 0.	 0.	 -9.548945	 1.0394387	 1.4130619	 -0.03370750	 0.	 0.	 -9.723782	 -1.3388163	 -0.04071534	 -0.05315926	 0.01958499	 0.01318989	 7.20422	 0.15328129	 -6.2845324	 -0.01832595	 0.08063421	 -0.06108652	 0.00008571	 -0.00010780	 -0.00010653
-9.369319	 2.2321586	 1.5807133	 -0.01705359	 -0.00239816	 0.	 -9.726176	 -0.9125026	 -0.9388479	 -0.06461715	 0.	 0.	 -9.496255	 0.9723781	 1.4010868	 -0.02571362	 0.	 0.	 -9.671091	 -1.3268411	 -0.02874024	 -0.05569065	 0.01771975	 0.01732006	 7.20422	 0.30656258	 -6.437814	 -0.04520403	 0.03543018	 -0.05864306	 0.00008608	 -0.00010871	 -0.00010753
-9.400454	 2.2776642	 1.4873074	 -0.01851914	 -0.00213169	 0.	 -9.690251	 -0.9220827	 -0.9651931	 -0.06834762	 0.	 0.	 -9.524995	 0.9460329	 1.4130619	 -0.02251608	 0.	 0.	 -9.707016	 -1.3004959	 -0.0239502	 -0.04982848	 0.01985145	 0.01851914	 7.6640648	 0.15328129	 -6.2845324	 -0.04764748	 0.0280998	 -0.04764748	 0.00008608	 -0.00010880	 -0.00010662
-9.371714	 2.162703	 1.5591581	 -0.01478866	 -0.00866003	 0.	 -9.709412	 -0.948428	 -1.0274637	 -0.05742266	 0.	 0.	 -9.604031	 0.9867483	 1.3627664	 -0.03011026	 0.	 0.	 -9.721387	 -1.3603715	 -0.02155518	 -0.05542419	 0.01745329	 0.01798621	 7.357502	 0.15328129	 -6.2845324	 -0.04276056	 0.00733038	 -0.0720821	 0.00008544	 -0.00010917	 -0.00010698
-9.362134	 2.2082086	 1.542393	 -0.00746094	 -0.00506278	 0.	 -9.687857	 -0.9843532	 -1.068179	 -0.0571562	 0.	 0.	 -9.534575	 1.0466238	 1.3843216	 -0.04583154	 0.	 0.	 -9.683066	 -1.3172611	 0.00239502	 -0.05462480	 0.01811944	 0.02171669	 7.357502	 0.30656258	 -6.2845324	 -0.03420845	 0.0280998	 -0.05864306	 0.00008599	 -0.00010862	 -0.00010680
-9.304653	 2.2106034	 1.5352079	 0.01265696	 0.00079938	 0.	 -9.673486	 -0.8526272	 -0.9268728	 -0.06261868	 0.	 0.	 -9.515415	 1.065784	 1.4705423	 -0.03330781	 0.	 0.	 -9.675881	 -1.3483963	 -0.05508546	 -0.04942879	 0.01865237	 0.02078407	 7.6640648	 0.15328129	 -6.437814	 -0.04153883	 0.06108652	 -0.0561996	 0.00008571	 -0.00010862	 -0.00010744
-9.386084	 2.260899	 1.4897025	 0.00319754	 0.00586217	 0.	 -9.695042	 -0.8861575	 -1.0011184	 -0.06062021	 0.	 0.	 -9.422009	 1.0609939	 1.3340262	 -0.01732006	 0.	 0.	 -9.625586	 -1.4130619	 -0.0958008	 -0.05755589	 0.01598774	 0.02318223	 7.20422	 0.15328129	 -6.5910956	 -0.06352998	 -0.00733038	 -0.05131268	 0.00008599	 -0.00010908	 -0.00010726
-9.393269	 2.1219878	 1.6477739	 0.02198315	 -0.00772741	 0.	 -9.707016	 -0.9244778	 -1.0059085	 -0.05235987	 0.	 0.	 -9.577685	 1.0250686	 1.3507913	 -0.05822205	 0.	 0.	 -9.735757	 -1.432222	 -0.0838257	 -0.03717151	 0.02464778	 0.02664624	 7.357502	 0.15328129	 -5.6714076	 -0.05497787	 -0.06963864	 -0.05009095	 0.00008617	 -0.00010880	 -0.00010662
-9.400454	 2.2177886	 1.5376029	 0.04236753	 -0.01239050	 0.	 -9.709412	 -1.0059085	 -0.9891433	 -0.05076110	 0.	 0.	 -9.56571	 0.9771682	 1.4250369	 -0.04783001	 0.	 0.	 -9.718991	 -1.3699515	 0.00718506	 -0.03703828	 0.02078407	 0.02078407	 7.357502	 0.15328129	 -6.437814	 -0.19425514	 -0.32742378	 -0.03298672	 0.00008571	 -0.00010844	 -0.00010635
-9.374108	 2.2465288	 1.4825175	 0.02291577	 -0.00985911	 0.	 -9.709412	 -0.9723781	 -1.0202786	 -0.04889586	 0.	 0.	 -9.5226	 1.0442288	 1.3531864	 -0.03650536	 0.	 0.	 -9.673486	 -1.2885208	 -0.0119751	 -0.03597243	 0.02105053	 0.01745329	 7.050939	 0.45984388	 -6.5910956	 -0.21380282	 -0.5216789	 -0.09529497	 0.00008599	 -0.00010871	 -0.00010635
-9.352553	 2.1938384	 1.4513822	 0.01825268	 0.00173200	 0.	 -9.637561	 -0.9196877	 -0.9699832	 -0.05915467	 0.	 0.	 -9.563315	 1.0226736	 1.3579764	 -0.04210107	 0.	 0.	 -9.704621	 -1.1783499	 -0.00718506	 -0.04263399	 0.01692036	 0.01985145	 7.050939	 0.15328129	 -6.2845324	 0.00855211	 -0.44593164	 -0.05375614	 0.00008562	 -0.00010835	 -0.00010671
-9.350159	 2.2273686	 1.544788	 0.02438131	 -0.00199846	 0.	 -9.683066	 -0.953218	 -0.9891433	 -0.06714854	 0.	 0.	 -9.520205	 1.072969	 1.3962967	 -0.02784532	 0.	 0.	 -9.695042	 -1.3268411	 -0.00239502	 -0.06101991	 0.01771975	 0.02251608	 6.897658	 -0.15328129	 -7.20422	 0.05742133	 -0.19547688	 0.01710422	 0.00008608	 -0.00010817	 -0.00010698
-9.345368	 2.2058134	 1.5256279	 0.03557274	 0.00879326	 0.	 -9.680672	 -0.9053176	 -1.0059085	 -0.07087902	 0.	 0.	 -9.611216	 1.077759	 1.3196561	 -0.02717917	 0.	 0.	 -9.685461	 -1.310076	 -0.0239502	 -0.07141194	 0.01465543	 0.01865237	 6.7443768	 0.45984388	 -6.7443768	 0.03909537	 0.13316862	 -0.09773844	 0.00008617	 -0.00010826	 -0.00010717
-9.369319	 2.244134	 1.5304178	 0.00719448	 0.00479632	 0.	 -9.690251	 -0.9675881	 -0.9675881	 -0.06861409	 0.	 0.	 -9.527390	 1.1496097	 1.3891116	 -0.05116079	 0.	 0.	 -9.680672	 -1.4154569	 -0.0479004	 -0.05489127	 0.01625421	 0.01225727	 7.20422	 0.30656258	 -6.7443768	 -0.16493362	 -0.02932153	 -0.03298672	 0.00008590	 -0.00010817	 -0.00010689
